brand;product_name;category;subcategory;price_pln;size_ml;skin_types;skin_concerns;key_ingredients;avoid_if;fragrance_free;pregnancy_safe;barrier_friendly;comedogenic_risk;recommended_step;usage_time;usage_frequency;short_reason;source_url
BasicLab;Maska witaminowa z witaminą C, Rozświetlenie i Rewitalizacja;maska;rozświetlająca;69.90;50;normalna|mieszana|dojrzała;szary koloryt|przebarwienia|zmęczenie;witamina C|witamina E|koenzym Q10|skwalan;;tak;tak;tak;niskie;maska;wieczorem;1-3x/tydzień;Witaminowa bomba rozświetlająca – daje efekt glow i odżywia. Dobra przed ważnym wydarzeniem.;https://basiclab.shop/pl/products/maska-witaminowa-z-witamina-c-rozswietlenie-i-rewitalizacja-638
BasicLab;Pomadka ochronna do ust z ceramidami i witaminą E;pomadka do ust;ochronna;29.90;4;wszystkie;suchość ust|spękane usta|ochrona;ceramidy|witamina E|skwalan|masło shea;;tak;tak;tak;niskie;pielęgnacja ust;rano i wieczorem;codziennie (wielokrotnie);Odżywcza pomadka z ceramidami – regeneruje i chroni usta. Sztyft bez podrażnień.;https://basiclab.shop/pl/products/pomadka-ochronna-do-ust-z-ceramidami-i-witamina-e-171
BasicLab;Estrogenis Serum liftingujące z fitoestrogenami, Napięcie i Lifting;serum;anti-aging/menopauza;199.90;30;dojrzała|sucha|normalna;utrata jędrności|zmarszczki|menopauza|wiotkość;fitoestrogeny|peptydy|koenzym Q10|ceramidy|witamina E;;tak;nie dotyczy;tak;niskie;serum;rano i wieczorem;codziennie;Nowa linia dla skóry menopauzalnej – fitoestrogeny wspomagają produkcję kolagenu i elastyny w skórze dojrzałej.;https://basiclab.shop/pl/parameters/nowosci-1043
BasicLab;Estrogenis Krem liftingujący z fitoestrogenami, Ujędrnienie i Odżywienie;krem;anti-aging/menopauza;179.90;50;dojrzała|sucha;utrata jędrności|zmarszczki|menopauza|suchość;fitoestrogeny|ceramidy|peptydy|skwalan|witamina E|masło shea;;tak;nie dotyczy;tak;niskie;krem;rano i wieczorem;codziennie;Bogaty krem z fitoestrogenami – głęboko odżywia i ujędrnia skórę w trakcie i po menopauzie.;https://basiclab.shop/pl/parameters/nowosci-1043
BasicLab;Serum z mikroigłami Pepticule, Lifting i Wygładzenie;serum;mikroigłowe;199.90;30;dojrzała|normalna|mieszana;zmarszczki|utrata jędrności|tekstura|pory;mikroigły Pepticule|peptydy|kwas hialuronowy|koenzym Q10;wrażliwa skóra|naczynkowa skóra|trądzik czynny;tak;nie;nie;niskie;serum;wieczorem;2-3x/tydzień;Mikroigły w serum – tworzą mikrokanaliki i zwiększają penetrację aktywów. Efekt przypomina mezoterapię domową.;https://basiclab.shop/pl/menu/twarz/skladnik-aktywny/mikroigly-pepticule-857
BasicLab;Serum z CICA i prebiotykami, Regeneracja i Ukojenie;serum;kojące;129.90;30;wrażliwa|naczynkowa|sucha|trądzikowa;podrażnienia|zaczerwienienia|bariera|regeneracja pozabiegowa;CICA (wkrotka azjatycka)|prebiotyki|pantenol|kwas hialuronowy;;tak;tak;tak;niskie;serum;rano i wieczorem;codziennie;CICA (centella asiatica) – przyspiesza gojenie i regenerację. Świetne po peelingach, kwasach czy retinoidach.;https://basiclab.shop/pl/menu/twarz/skladnik-aktywny/cica-380
BasicLab;Serum z aminokwasami, Nawilżenie i Wzmocnienie;serum;nawilżające;99.90;30;sucha|wrażliwa|normalna|odwodniona;odwodnienie|bariera|ściąganie|podrażnienia;kompleks aminokwasów|kwas hialuronowy|pantenol|trehaloza;;tak;tak;tak;niskie;serum;rano i wieczorem;codziennie;Aminokwasy to NMF skóry – odtwarzają naturalny czynnik nawilżający. Bardzo łagodne, dobre jako baza nawilżająca.;https://basiclab.shop/pl/menu/twarz/skladnik-aktywny/aminokwasy-360
Geek & Gorgeous;Smooth Out – peeling 12% AHA (kwas glikolowy + mlekowy);peeling;kwasowy AHA;53.00;100;normalna|mieszana|tłusta|dojrzała;tekstura|szary koloryt|zmarszczki|przebarwienia;kwas glikolowy|kwas mlekowy (razem 12% AHA)|ekstrakt z opuncji figowej|galaktoarabinan|pantenol;wrażliwa skóra|naczynkowa skóra|uszkodzona bariera;tak;tak;nie;niskie;peeling;wieczorem;2-3x/tydzień (stopniowo codziennie);Najsilniejszy eksfoliant G&G – 12% AHA na bazie glikolowego i mlekowego. Stymuluje kolagen, wyrównuje koloryt. Cult classic.;https://geekandgorgeous.pl/3-gg-eksfolianty
Geek & Gorgeous;Cheer Up – peeling 4% PHA + BHA (laktobionowy + salicylowy);peeling;kwasowy PHA/BHA;53.00;100;wrażliwa|sucha|naczynkowa|normalna;tekstura|odwodnienie|pory|łagodne złuszczanie;kwas laktobionowy (PHA)|kwas salicylowy (BHA)|galaktoarabinan|pantenol;ciąża (BHA);tak;nie;tak;niskie;peeling;wieczorem;2-4x/tydzień;Najłagodniejszy eksfoliant G&G – PHA nawilża podczas złuszczania, BHA czyści pory. Idealny na start z kwasami.;https://geekandgorgeous.pl/3-gg-eksfolianty
Geek & Gorgeous;Calm Down – peeling 4% PHA (laktobionowy);peeling;kwasowy PHA;53.00;100;wrażliwa|naczynkowa|sucha|reaktywna;delikatne złuszczanie|tekstura|nawilżenie podczas złuszczania;kwas laktobionowy 4% (PHA)|galaktoarabinan|pantenol;;tak;tak;tak;niskie;peeling;wieczorem;codziennie lub co 2. dzień;Najdelikatniejszy peeling – sam PHA (laktobionowy), nawilża i złuszcza jednocześnie. Bezpieczny w ciąży.;https://geekandgorgeous.pl/3-gg-eksfolianty
Geek & Gorgeous;C-Glow – serum z 15% witaminą C (L-Ascorbic Acid);serum;rozświetlające;68.00;30;normalna|mieszana|dojrzała|tłusta;przebarwienia|szary koloryt|antyoksydacja|fotostarzenie|zmarszczki;L-kwas askorbinowy 15%|kwas ferulowy|witamina E (tokoferol)|kwas hialuronowy;wrażliwa skóra (pH ~3.0 może szczypać)|uszkodzona bariera;tak;tak;nie;niskie;serum;rano;codziennie;Bestseller nr 1 G&G – czysta witamina C + kwas ferulowy + wit. E (złota trójka). Wodna, szybko się wchłania. Przechowywać w lodówce!;https://geekandgorgeous.pl/gg-101-serum/44-c-glow.html
Geek & Gorgeous;A-Game 5 – serum z 0,05% retinalu;serum;retinal;76.00;30;normalna|mieszana|tłusta|wrażliwa;zmarszczki|tekstura|przebarwienia|pierwsze oznaki starzenia;retinal 0.05%|skwalan|witamina E|bisabolol;ciąża|karmienie piersią;tak;nie;nie;niskie;serum;wieczorem;co 2-3 dni (stopniowo codziennie);Retinal entry-level – łagodna emulsja z 0,05% retinalu. Idealny na start z retinoidami lub dla skóry wrażliwej.;https://geekandgorgeous.pl/gg-101-serum/42-a-game-5.html
Geek & Gorgeous;A-Game 10 – serum z 0,1% retinalu;serum;retinal;108.00;30;normalna|mieszana|tłusta|dojrzała;zmarszczki|przebarwienia|tekstura|utrata jędrności;retinal 0.1%|skwalan|witamina E|bisabolol|ektoina;ciąża|karmienie piersią|brak doświadczenia z retinoidami;tak;nie;nie;niskie;serum;wieczorem;co 2-3 dni (stopniowo codziennie);Średnie stężenie retinalu – dla osób po adaptacji na A-Game 5. Silna stymulacja odnowy komórkowej.;https://geekandgorgeous.pl/gg-101-serum/41-a-game-10.html
Geek & Gorgeous;A-Game 20 – serum z 0,2% retinalu i ektoiną;serum;retinal;120.00;30;dojrzała|normalna|mieszana|tłusta;zmarszczki|utrata jędrności|przebarwienia|głęboka odnowa;retinal 0.2%|ektoina|skwalan|witamina E|bisabolol;ciąża|karmienie piersią|brak adaptacji do retinoidów|wrażliwa skóra;tak;nie;nie;niskie;serum;wieczorem;2-3x/tydzień;Najsilniejszy retinal G&G – dla zaadaptowanej skóry. Ektoina łagodzi podrażnienia. Mocna stymulacja anti-aging.;https://geekandgorgeous.pl/gg-101-serum/60-a-game-10.html
Geek & Gorgeous;B-Bomb – serum z 10% niacynamidem;serum;regulujące;49.00;30;tłusta|mieszana|trądzikowa|normalna;pory|sebum|przebarwienia|nierówny koloryt|niedoskonałości;niacynamid 10%|cynk PCA|pantenol;;tak;tak;tak;niskie;serum;rano i wieczorem;codziennie;Niacynamid 10% + cynk – reguluje sebum, zmniejsza pory, wyrównuje koloryt. Bardzo dobry stosunek ceny do jakości.;https://geekandgorgeous.pl/gg-101-serum/45-b-bomb.html
Geek & Gorgeous;HA 5 Rich – serum z 5 formami kwasu hialuronowego (wersja bogata);serum;nawilżające;52.00;30;sucha|wrażliwa|normalna|odwodniona;odwodnienie|suchość|bariera|zmarszczki z odwodnienia;5 form kwasu hialuronowego|pantenol|trehaloza;;tak;tak;tak;niskie;serum;rano i wieczorem;codziennie;5 mas cząsteczkowych HA – głębokie nawilżenie na wielu poziomach. Wersja Rich – bogatsza, dla suchej skóry.;https://geekandgorgeous.pl/gg-101-serum/47-ha-5-rich.html
Geek & Gorgeous;HA 5 Light – serum z 5 formami kwasu hialuronowego (wersja lekka);serum;nawilżające;52.00;30;mieszana|tłusta|normalna|odwodniona;odwodnienie|lekkie nawilżenie|przygotowanie do aktywów;5 form kwasu hialuronowego|ekstrakt z trzęsaka morszczynowatego (Tremella)|pantenol;;tak;tak;tak;niskie;serum;rano i wieczorem;codziennie;Lekka wersja HA5 – żelowa konsystencja z Tremella. Nie obciąża tłustej/mieszanej skóry.;https://geekandgorgeous.pl/gg-101-serum/48-ha-5-light.html
Geek & Gorgeous;Stress Less – serum 0,5% Beta Glukan + Madekasozyd;serum;kojące;65.00;30;wrażliwa|naczynkowa|sucha|każda (jako wsparcie);zaczerwienienia|podrażnienia|bariera|regeneracja pozabiegowa|reaktywność;beta glukan 0.5%|madekasozyd (CICA)|pantenol|alantoina|bisabolol;;tak;tak;tak;niskie;serum;rano i wieczorem;codziennie;Beta glukan + CICA – kojąco-naprawcze serum. Świetny towarzysz retinalu i kwasów. Wzmacnia barierę.;https://geekandgorgeous.pl/gg-101-serum/49-stress-less-beta-glukan-madecassoside-05.html
Geek & Gorgeous;aPAD – serum z 6% azeloglicyną;serum;na zaczerwienienia;65.00;30;tłusta|mieszana|trądzikowa|naczynkowa|wrażliwa;zaczerwienienia|sebum|przebarwienia|trądzik różowaty|niedoskonałości;azeloglicyna 6% (pochodna kwasu azelainowego)|pantenol|alantoina;;tak;tak;tak;niskie;serum;rano i wieczorem;codziennie;Azeloglicyna – łagodniejsza pochodna kwasu azelainowego. Redukuje zaczerwienienia i przebarwienia bez podrażnień. Bezpieczna w ciąży.;https://geekandgorgeous.pl/gg-101-serum/43-apad.html
Geek & Gorgeous;Power Peptides – kremowe serum peptydowe;serum;anti-aging;75.00;30;dojrzała|normalna|mieszana|sucha;zmarszczki|utrata jędrności|elastyczność|starzenie;Matrixyl 3000|Matrixyl Synthe'6|peptydy miedziowe|Argireline|pantenol|alantoina;kwasy (w tej samej rutynie)|witamina C (w tej samej rutynie – peptydy miedziowe);tak;tak;tak;niskie;serum;rano i wieczorem;codziennie;4 technologie peptydowe w jednym – Matrixyl 3000+Synthe'6, peptydy miedziowe, Argireline. Kremowa konsystencja, dobra cena za peptydy.;https://geekandgorgeous.pl/produkty/58-power-peptides-stymulujace-serum-z-peptydami-30-ml.html
Geek & Gorgeous;Mighty Melt – balsam do demakijażu;balsam do demakijażu;demakijaż;45.00;100;wszystkie;demakijaż|SPF|makijaż wodoodporny;estry syntetyczne (czyszczące)|witamina E|skwalan;;tak;tak;tak;niskie;demakijaż;wieczorem;codziennie;Kultowy balsam do demakijażu – topi makijaż i SPF, emulguje z wodą, nie zostawia filmu. Krok 1 double cleansing.;https://geekandgorgeous.pl/produkty/50-mighty-melt-balsam-do-demakijazu-100-ml.html
Geek & Gorgeous;Jelly Joker – żel do mycia twarzy;żel do mycia;łagodny;45.00;150;wszystkie|wrażliwa;oczyszczanie|delikatne mycie|bariera;łagodne surfaktanty|pantenol|alantoina|gliceryna;;tak;tak;tak;niskie;oczyszczanie;rano i wieczorem;codziennie;Żelowy preparat myjący – pH ~5.5, nie podrażnia oczu, nie przesusza. Krok 2 double cleansing lub jedyne mycie rano.;https://geekandgorgeous.pl/produkty/51-jelly-joker-zel-do-mycia-twarzy-150-ml.html
Geek & Gorgeous;Liquid Hydration – tonik nawilżający w sprayu;tonik;nawilżający;46.00;100;wszystkie|wrażliwa|odwodniona;odwodnienie|bariera|przygotowanie do serum|podrażnienia;pantenol 5%|NMF (Natural Moisturising Factors)|betaina|alantoina;;tak;tak;tak;niskie;tonik;rano i wieczorem;codziennie;Tonik w sprayu z 5% pantenolem + NMF. Nawilża, koi i przygotowuje do aktywów. Minimalistyczny, uniwersalny.;https://geekandgorgeous.pl/gg-101-serum/40-liquid-hydration.html
Geek & Gorgeous;Hydration Station – nawilżający żel-krem z gliceryną i ektoiną;krem;nawilżający;48.00;50;normalna|mieszana|tłusta|odwodniona;nawilżenie|bariera|lekka pielęgnacja;gliceryna|ektoina|pantenol|witamina E;bardzo sucha skóra (może być za lekki);tak;tak;tak;niskie;krem;rano i wieczorem;codziennie;Lekki żel-krem z ektoiną – nawilża bez obciążania. Świetny pod SPF. Dobry dla skóry z niedoskonałościami.;https://geekandgorgeous.pl/produkty/52-hydration-station-intensywnie-nawilzajacy-zel-krem-50-ml.html
Geek & Gorgeous;Happier Barrier – krem regenerujący ze skwalanem i lipidami;krem;regenerujący;59.00;50;sucha|wrażliwa|normalna|dojrzała;bariera|suchość|podrażnienia|regeneracja;skwalan 10%|lipidy identyczne ze skórą|polifenole zielonej herbaty|witamina E|pantenol;tłusta/trądzikowa skóra (może być za bogaty);tak;tak;tak;niskie;krem;rano i wieczorem;codziennie;Krem barierowy ze skwalanem + lipidy identyczne ze skórą. Odbudowuje płaszcz hydrolipidowy. Bogaty, ale nie ciężki.;https://geekandgorgeous.pl/produkty/53-happier-barrier-krem-regenerujacy-50-ml.html
Geek & Gorgeous;Zero Feel SPF 50 – matujący krem z filtrem;SPF;matujący;65.00;50;normalna|mieszana|tłusta;ochrona UV|fotostarzenie|matowienie|komfort noszenia;filtry UVA/UVB nowej generacji (SPF 50, UVA-PF 30)|niacynamid|witamina E;sucha skóra (matowe wykończenie);tak;tak;tak;niskie;SPF;rano;codziennie;Nowość G&G 2025 – niewyczuwalny SPF50, matowe wykończenie, nie szczypie w oczy, nie roluje się. Bardzo dobry UVA-PF 30.;https://geekandgorgeous.pl/gg-101-serum/61-zero-feel-spf-50-.html
AA;AA Retinol Intensive 50+ Krem na dzień aktywny lifting;krem;anti-aging;39.99;50;dojrzała|normalna|sucha;zmarszczki|utrata jędrności|suchość;retinol|kolagen|kwas hialuronowy|witamina E;ciąża;nie;nie;tak;niskie;krem;rano;codziennie;Budżetowy krem anti-aging z retinolem – dobre rozwiązanie na start z retinoidami w kremie. Apteczna cena.;https://aacosmetics.com
AA;AA Retinol Intensive 50+ Krem na noc aktywna regeneracja;krem;anti-aging;39.99;50;dojrzała|normalna|sucha;zmarszczki|regeneracja|utrata jędrności;retinol|kolagen|kwas hialuronowy|witamina E;ciąża;nie;nie;tak;niskie;krem;wieczorem;codziennie;Nocna wersja kremu retinolowego AA – wspomaga regenerację podczas snu. Dobra cena za retinol w kremie.;https://aacosmetics.com
AA;AA Ceramidy Intensywne Nawilżenie krem na dzień;krem;nawilżający;32.99;50;sucha|wrażliwa|normalna;suchość|bariera|odwodnienie;ceramidy|kwas hialuronowy|pantenol|gliceryna;;nie;tak;tak;niskie;krem;rano;codziennie;Ceramidowy krem nawilżający w przystępnej cenie – odbudowuje barierę. Dostępny w każdej drogerii.;https://aacosmetics.com
AA;AA Hypersensitive Kojący krem nawilżający do cery wrażliwej i naczynkowej;krem;kojący;34.99;50;wrażliwa|naczynkowa|sucha;zaczerwienienia|podrażnienia|reaktywność|suchość;prebiotyki|pantenol|masło shea|witamina E;;tak;tak;tak;niskie;krem;rano i wieczorem;codziennie;Linia dla ultraczułej skóry – bez barwników i zapachów. Koi zaczerwienienia, minimalna formuła.;https://aacosmetics.com
AA;AA Witamina C Aktywne serum rozświetlające;serum;rozświetlające;39.99;30;normalna|mieszana|dojrzała;szary koloryt|przebarwienia|antyoksydacja;witamina C|witamina E|kwas hialuronowy;;nie;tak;tak;niskie;serum;rano;codziennie;Budżetowe serum z wit. C – rozświetla i chroni antyoksydacyjnie. Dobre na start z wit. C.;https://aacosmetics.com
Tołpa;Tołpa dermo face Physio krem nawilżający na dzień SPF20;krem;nawilżający SPF;42.99;40;normalna|sucha|wrażliwa;nawilżenie|ochrona UV|bariera;torfowe kompleksy biologiczne|kwas hialuronowy|filtry SPF20|gliceryna;;nie;tak;tak;niskie;krem;rano;codziennie;Kultowa linia Physio tołpy – lekki krem dzienny z SPF20. Dobrze działa jako codzienna baza nawilżająca.;https://tolpa.pl
Tołpa;Tołpa dermo face Rosacal wzmacniający krem na dzień SPF10;krem;na naczynka;44.99;40;naczynkowa|wrażliwa;zaczerwienienia|naczynka|reaktywność;kompleksy torfowe|witamina C|witamina K|hesperydyna|pantenol;;nie;tak;tak;niskie;krem;rano;codziennie;Linia dla cery naczynkowej – wzmacnia naczynia, redukuje zaczerwienienia. Apteczna marka z polskimi kompleksami torfowymi.;https://tolpa.pl
Tołpa;Tołpa dermo face Sebio żel myjący do cery tłustej i mieszanej;żel do mycia;oczyszczający;28.99;195;tłusta|mieszana|trądzikowa;sebum|niedoskonałości|oczyszczanie;kompleksy torfowe|cynk|kwas salicylowy;sucha skóra;nie;nie;tak;niskie;oczyszczanie;rano i wieczorem;codziennie;Żel myjący z linii Sebio – dobrze oczyszcza tłustą skórę bez przesuszania. Cynk + kwas salicylowy regulują sebum.;https://tolpa.pl
Tołpa;Tołpa dermo face Sebio normalizujący krem matujący na dzień;krem;matujący;38.99;40;tłusta|mieszana;sebum|pory|błyszczenie|niedoskonałości;cynk PCA|kwas salicylowy|niacynamid|kompleksy torfowe;sucha skóra;nie;nie;tak;niskie;krem;rano;codziennie;Matujący krem z serii Sebio – kontroluje sebum przez cały dzień. Lekka konsystencja pod makijaż.;https://tolpa.pl
Tołpa;Tołpa dermo face Stimular 40+ stymulujący krem ujędrniający na noc;krem;anti-aging;49.99;50;dojrzała|normalna|sucha;zmarszczki|utrata jędrności|regeneracja nocna;retinol|peptydy|kompleksy torfowe|kwas hialuronowy;ciąża;nie;nie;tak;niskie;krem;wieczorem;codziennie;Nocny krem stymulujący 40+ z retinolem i peptydami. Apteczna marka, rozsądna cena za anti-aging.;https://tolpa.pl
Dermika;Dermika Esthetic Solutions serum retiAGE z retinolem;serum;retinol;44.99;30;dojrzała|normalna|mieszana;zmarszczki|przebarwienia|tekstura|utrata jędrności;retinol|skwalan|witamina E|koenzym Q10;ciąża|karmienie piersią;nie;nie;nie;niskie;serum;wieczorem;codziennie (po adaptacji);Budżetowe serum z retinolem od Dermiki – dobre na start z retinoidami, apteczna dostępność.;https://dermika.pl
Dermika;Dermika Esthetic Solutions serum hydraNEW z kwasem hialuronowym;serum;nawilżające;39.99;30;sucha|normalna|odwodniona|wrażliwa;odwodnienie|suchość|zmarszczki z odwodnienia;kwas hialuronowy (nisko- i wysokocząsteczkowy)|pantenol|gliceryna;;nie;tak;tak;niskie;serum;rano i wieczorem;codziennie;Serum HA w budżetowej cenie – dwie frakcje kwasu hialuronowego nawilżają na wielu poziomach.;https://dermika.pl
Dermika;Dermika Esthetic Solutions serum vitCBRIGHT z witaminą C;serum;rozświetlające;44.99;30;normalna|mieszana|dojrzała;przebarwienia|szary koloryt|antyoksydacja;witamina C (stabilna forma)|witamina E|kwas ferulowy;;nie;tak;tak;niskie;serum;rano;codziennie;Serum z wit. C od Dermiki – stabilna forma, rozświetla i chroni. Dobry budżetowy odpowiednik droższych ser.;https://dermika.pl
Dermika;Dermika Hydralogiq krem nawilżająco-odżywczy 30+;krem;nawilżający;29.99;50;normalna|sucha|mieszana;nawilżenie|odżywienie|pierwsze zmarszczki;kwas hialuronowy|skwalan|witamina E|gliceryna;;nie;tak;tak;niskie;krem;rano i wieczorem;codziennie;Prosty krem nawilżający 30+ – przystępna cena, dobra baza codzienna. Drogeryjna klasyka.;https://dermika.pl
CeraVe;CeraVe Nawilżający krem do twarzy z SPF30;krem;nawilżający SPF;59.99;52;normalna|sucha|wrażliwa;ochrona UV|nawilżenie|bariera;ceramidy (1, 3, 6-II)|kwas hialuronowy|niacynamid|MVE technology|filtry SPF30;;tak;tak;tak;niskie;krem;rano;codziennie;Kultowy ceramidowy krem z SPF30 – technologia MVE uwalnia ceramidy stopniowo. Bezpieczny, apteczny bestseller.;https://www.cerave.pl
CeraVe;CeraVe Nawilżający krem do twarzy (Moisturising Cream);krem;nawilżający;49.99;52;sucha|normalna|wrażliwa;suchość|bariera|nawilżenie;ceramidy (1, 3, 6-II)|kwas hialuronowy|gliceryna|MVE technology;;tak;tak;tak;niskie;krem;rano i wieczorem;codziennie;Złoty standard kremu barierowego – 3 ceramidy + HA + MVE. Minimalna formuła, maksymalna odbudowa bariery.;https://www.cerave.pl
CeraVe;CeraVe Nawilżający balsam do twarzy (Moisturising Lotion);krem;nawilżający lekki;49.99;52;normalna|mieszana;nawilżenie|bariera|lekka pielęgnacja;ceramidy (1, 3, 6-II)|kwas hialuronowy|niacynamid|MVE technology;;tak;tak;tak;niskie;krem;rano i wieczorem;codziennie;Lżejsza wersja kultowego kremu CeraVe – ta sama technologia ceramidowa, ale lekka konsystencja dla skóry normalnej/mieszanej.;https://www.cerave.pl
CeraVe;CeraVe Hydrating Cleanser (Nawilżający żel do mycia);żel do mycia;nawilżający;42.99;236;sucha|normalna|wrażliwa;suchość|bariera|delikatne oczyszczanie;ceramidy (1, 3, 6-II)|kwas hialuronowy|gliceryna;;tak;tak;tak;niskie;oczyszczanie;rano i wieczorem;codziennie;Żel myjący bez SLS – nawilża podczas mycia dzięki ceramidom i HA. Nie narusza bariery, nie pieniący się mocno.;https://www.cerave.pl
CeraVe;CeraVe Foaming Cleanser (Pieniący się żel do mycia);żel do mycia;oczyszczający;42.99;236;normalna|tłusta|mieszana;oczyszczanie|sebum|niedoskonałości;ceramidy (1, 3, 6-II)|niacynamid|kwas hialuronowy;bardzo sucha skóra;tak;tak;tak;niskie;oczyszczanie;rano i wieczorem;codziennie;Pieniący się żel z niacynamidem i ceramidami – skutecznie oczyszcza tłustą cerę bez niszczenia bariery.;https://www.cerave.pl
CeraVe;CeraVe SA Smoothing Cleanser (Wygładzający żel z kwasem salicylowym);żel do mycia;złuszczający;45.99;236;tłusta|mieszana|trądzikowa;niedoskonałości|zaskórniki|szorstka tekstura|pory;kwas salicylowy (BHA)|ceramidy (1, 3, 6-II)|niacynamid|kwas hialuronowy;ciąża|wrażliwa skóra;tak;nie;tak;niskie;oczyszczanie;wieczorem;codziennie lub co 2. dzień;Żel z BHA + ceramidy – oczyszcza pory kwasem salicylowym nie niszcząc bariery. Unikalny duet w oczyszczaniu.;https://www.cerave.pl
CeraVe;CeraVe Serum z retinolem do odnowy skóry;serum;retinol;79.99;30;normalna|mieszana|dojrzała;zmarszczki|przebarwienia|tekstura|pory;retinol enkapsulowany|ceramidy (1, 3, 6-II)|niacynamid|kwas hialuronowy;ciąża|karmienie piersią;tak;nie;tak;niskie;serum;wieczorem;co 2-3 dni (stopniowo codziennie);Retinol enkapsulowany + ceramidy – CeraVe chroni barierę nawet przy retinoidach. Łagodne wprowadzenie w retinol.;https://www.cerave.pl
CeraVe;CeraVe Skin Renewing Vitamin C Serum;serum;rozświetlające;79.99;30;normalna|mieszana|dojrzała|wrażliwa;przebarwienia|szary koloryt|antyoksydacja;witamina C 10% (kwas L-askorbinowy)|ceramidy|kwas hialuronowy|witamina E;;tak;tak;tak;niskie;serum;rano;codziennie;Wit. C 10% w ceramidowej otoczce – rozświetla i chroni, jednocześnie wspierając barierę. Apteczna pewność.;https://www.cerave.pl
Bandi;Bandi Medical Expert Anti-Irritate krem kojący do cery naczynkowej i wrażliwej;krem;na naczynka;69.00;50;naczynkowa|wrażliwa|sucha;zaczerwienienia|naczynka|podrażnienia|reaktywność;witamina K|witamina C|alantoina|pantenol|kwas hialuronowy;;tak;tak;tak;niskie;krem;rano i wieczorem;codziennie;Krem z wit. K i C na naczynka – wzmacnia ścianki naczyń i redukuje zaczerwienienia. Polska marka profesjonalna.;https://brantl.pl/bandi
Bandi;Bandi Medical Expert Anti-Acne krem lekki przeciw trądzikowi;krem;na trądzik;65.00;50;tłusta|mieszana|trądzikowa;trądzik|niedoskonałości|sebum|pory;kwas azelainowy|niacynamid|cynk|kwas salicylowy|pantenol;ciąża (BHA);tak;nie;tak;niskie;krem;rano i wieczorem;codziennie;Lekki krem na trądzik z kwasem azelainowym i BHA – kontroluje stany zapalne i sebum bez przesuszania.;https://brantl.pl/bandi
Bandi;Bandi Medical Expert Anti-Dark Spot serum na przebarwienia;serum;rozświetlające;79.00;30;normalna|mieszana|dojrzała;przebarwienia|nierówny koloryt|plamy potrądzikowe;witamina C|kwas traneksamowy|niacynamid|arbutyna|kwas kojowy;;tak;tak;tak;niskie;serum;rano i wieczorem;codziennie;Wieloskładnikowe serum na przebarwienia – kilka mechanizmów rozjaśniania naraz. Profesjonalna formuła.;https://brantl.pl/bandi
Bielenda;Bielenda Skin Clinic Professional Aktywne serum odmładzające z retinolem;serum;retinol;24.99;30;dojrzała|normalna|mieszana;zmarszczki|przebarwienia|tekstura;retinol|koenzym Q10|witamina E|skwalan;ciąża|karmienie piersią;nie;nie;nie;niskie;serum;wieczorem;co 2-3 dni (stopniowo codziennie);Bardzo tanie serum retinolowe – dobra opcja na start. Nie oczekuj wysokich stężeń, ale za ~25 zł solidna inicjacja.;https://bielenda.com
Bielenda;Bielenda Skin Clinic Professional Aktywne serum korygujące z witaminą C;serum;rozświetlające;24.99;30;normalna|mieszana|dojrzała;przebarwienia|szary koloryt|antyoksydacja;witamina C|kwas ferulowy|witamina E;;nie;tak;tak;niskie;serum;rano;codziennie;Budżetowe serum z wit. C i kwasem ferulowym – za ~25 zł dostajesz rozświetlanie i antyoksydację.;https://bielenda.com
Bielenda;Bielenda Skin Clinic Professional Aktywne serum nawilżające z kwasem hialuronowym;serum;nawilżające;24.99;30;sucha|normalna|odwodniona|wrażliwa;odwodnienie|suchość|bariera;kwas hialuronowy (nisko- i wysokocząsteczkowy)|pantenol|gliceryna;;nie;tak;tak;niskie;serum;rano i wieczorem;codziennie;Najtańsze serum HA na rynku PL – dwie formy kwasu hialuronowego za mniej niż 25 zł.;https://bielenda.com
Bielenda;Bielenda Skin Clinic Professional Peeling kwasowy korygujący;peeling;kwasowy;24.99;30;normalna|mieszana|tłusta;tekstura|przebarwienia|pory|szary koloryt;kwas glikolowy|kwas laktobionowy|kwas mlekowy|kwas salicylowy;wrażliwa skóra|ciąża (BHA);nie;nie;nie;niskie;peeling;wieczorem;1-2x/tydzień;Peeling wielokwasowy w budżetowej cenie – AHA+BHA+PHA. Dobry wstęp do złuszczania kwasami.;https://bielenda.com
Bielenda Professional;Bielenda Professional SupremeLab Barrier Renew krem barierowy z ceramidami;krem;barierowy;59.00;50;sucha|wrażliwa|naczynkowa;bariera|suchość|podrażnienia|ściąganie;ceramidy|cholesterol|kwasy tłuszczowe|kwas hialuronowy|pantenol;;tak;tak;tak;niskie;krem;rano i wieczorem;codziennie;Profesjonalny krem barierowy z pełnym kompleksem ceramidowym (ceramidy + cholesterol + kwasy tłuszczowe). Solidna odbudowa.;https://bielendaprofessional.com
